text,number_sentiment
" If you ever need some help with the Podcasters Emporium, let me know",0
 its tomorrow.,0
 You are very lucky!!! My legs did not like how long it takes to dry my hair this morning.,0
" it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?",0
 saw you walking back from starbucks. I was in the orange beetle,0
" nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!",0
"I`m sitting in altanta. It`s raining in boston. Yay for flying in the rain, that should help with my fear.",0
WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN,0
  Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline,0
" Well actually - Larin is my name. The 'model' is what I do  (besides sleeping, crawling, etc..)",0
Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,0
" oh nos, what happened",0
Just got back.,0
 ooh like what? I`m planning on spending the night in as well,0
_Stack i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,0
"Morning all. It`s Monday. Sigh. Trying to have a positive outlook on the day, but it`s being difficult already.",0
its mothers day,0
Oh goody - It`s Doctor Who! Hooray for IPTV,0
 Can I have a splodge of ketchup on mine please?!,0
 can you send ringtones to iPhones?! Idk how to regular ringtones for it,0
last drops of the thesis... God let it end today.,0
 http://twitpic.com/3x3wq - impossible to know them closely,0
 so haven`t seen any videos the last few days  hope everything is ok...,0
And it`s starting to get cold,0
had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!,0
"_s  Accept it, you can`t do anything, can you?",0
 So who`s going to win the Heineken Cup?  Just need to know who *not* to bet on,0
 If only we could ever actually be allowed to stay here and do that,0
 Is that why your blog is set to private?,0
 Teehee..I know it too!,0
 ill check that out,0
getting ready for my first day at my new job,0
" Re: SWA & Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",0
causee not everyone can pass the challenge test duh,0
 Scii-fi effects definitely look silly no doubt but its worth a watch inspite of that!!,0
 i work til 10:15...,0
I can`t go to sleep until tech support emails me back,0
I`m in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj,0
 _defcon1 I gather you guys continued the drinking after I left?,0
I am following Mya,0
" so which one are you The Good, The Bad or The Ugly",0
 DUDE.  You`re a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,0
That`s more like it - 3rd  #fb,0
 they already are in my books,0
 Me tooo!! Wish I could get you here,0
"thnkn bout yesterday..best day ever!& 2day Virtus vs Treviso at da futurshow..hard game,gotta win! FORZA RAGAZZI!!!",0
   G`night!,0
sizzling outside. Work inside = double,0
 haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,0
"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",0
Done...now another gem of a day in Cape Town,0
" she was wonderful, did not get to meet her though",0
spring pictures today  going to schoooool,0
 i knew a horse called dollar too,0
: yay! Lol. Now I know how you felt when I was gone.,0
 just say no reeesee cup,0
  not for too long I hope x,0
Signing off. Mom`s day tomorrow.,0
just picked her kids up from Challenger for the last time.,0
 On what..,0
 yes i have read them many times.,0
"http://www.myspace.com/dica_grl Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!  www.myspace.com/discosoutmurdersin",0
 yeah hun it was a good night  my ankile is even more **** now tho,0
 What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show,0
 HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,0
 I am working my way through a bottle of Excedrin. Maybe we are twins.,0
 yeah,0
"thinking about having lunch soon, but we have no food in",0
 hey dude im finishing my lullaby  dude i saw a pic of you w/ long hair umm lets just say keep it short ha,0
Morning everyone!!!,0
I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,0
 Its been a fun afternoon for me trying though....BBQ`s out now though...feeling a bit sick,0
   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!,0
Anyone to recommend me JP artists with music similar to Soichi Negishi`s Amai Koibito?,0
" yeah, still waitin`",0
Stuck on NJ Transit for the past twenty minutes. Great way to start the week,0
 hmmm how bout my boi an me jammin sum john stephens for ya?,0
Matt Weiters` first at bat: fly out to RF,0
 - Have you dissapeared to go on the Ellen Show?,0
I just got a twitter account,0
 I wanna come!!! How come u didn`t invite me!,0
At the DMV,0
 cheese and onion! or as my father says `cheese and minging`,0
may the forth be with you,0
getting ready for work,0
SAD day! love you MaÃ¯Â¿Â½ (8 years ago!) miss you so much!!!!,0
"NOOOOO! serena and darrian don`t remember each other, and i`ve been waiting all day to see them confess their love",0
 that is yo name girllll!,0
The stars are out. Where were you when I needed you,0
Have to go to my old house and finish moving.,0
"_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",0
_B all the shows are sold out  so I have to wait til tomorrow or sunday...,0
@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake),0
no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,0
Going to see Angels and Demons tonight. It better not scare me!!,0
I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,0
 part 2: social networking??.. there is even room for people,0
 i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),0
" http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain",0
  My class will be at Chem Sc building. Will see the both of you after 5 yeah?,0
uploading pictures on myspace,0
"and it`s off to work I go, only 9.5 days until the kiddo`s finish",0
 did not understand anything you said,0
got paid nowhere near as much as she thought she would,0
 Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,0
 morning hon. what you having for breakfast? I cant decide,0
 OHH. haha ok thanks,0
writing,0
" Same as, it`s BS I tell you! Ah well, better attempt some",0
Gotta TeraByte  of space to store movies,0
 ME! I wanted to go.,0
 perez....... The YouTube video isn`t working,0
 Definitley Miley,0
- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!,0
"Methinks it`s time to read A Doll`s House + Streetcar and get some quotes, and then PHYSICS!",0
 PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,0
I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame,0
sneezing frequently,0
Hi : Found you through . i am indeed a pigment of your imagination,0
Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,0
 Black Russians makes me think of a 'white russian' and this movie quotation: 'that rug really tied the room together.',0
going to the beach today,0
at work......thinking about the rest of my finals...summer almost here,0
"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",0
cleaning cleaning cleaning today then working out!  i love not working!,0
Just talked to Anthony Rapp. Face to face. !!!!!,0
" oh i wish my dear Michael, i wish",0
 me neither,0
 what happened to my real-time feed? Now friend feed is just like the Twitter website,0
 you look smashing darling  is trent reznor really getting married i just want to rip out mariqueen`s fake **** -_-,0
 Rest then. It`s your day off!,0
" all work, no play.",0
@_ahseya_ cool i want you to take a look at this and tell me what you think,0
"_2229 both, at the same time",0
 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast,0
"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",0
" I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can`t find my Cowboys From Hell cd",0
  Maybe next time. Can`t be away this weekend as much as I`d like to jump in the car and go. ::pout::,0
going to shower because i don`t want to smell at school tomorrow,0
Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this **** is taking over my life...LOL,0
" Hm, maybe Louise Rennison will break tradition and it will be out in October instead  I always order the UK versions anyway",0
"Not feeling it 2day, just left the glasses on  peace and unity.",0
I am usually more creative on Mother`s Day but lately I have not been feeling creative. O.K.. Good Night.  uh Morning...,0
 starbuck,0
"OMG, it`s JULY`S LAST DAY!  @ Muchachomalo",0
Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508,0
is going to go get some food.,0
having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,0
"I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff",0
is new to twitter.... needs some studying here,0
Now english academy,0
watching matilda with a bowl of noodles,0
_blache Night! Doze well.,0
 The stuff I got was precariously close to ricotta cheese. It didn`t help.,0
lets play some russian roulette.,0
 check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!,0
 haha yes,0
"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under..",0
" Good night.  Sorry I missed you during our morning window.  See you at 5, I suspect.",0
_B You didn`t see everyone going on about it on Facebook about 3 months ago?,0
"Here comes the sun, here comes the sun, and I say it`s all right",0
Artwork at 3AM. Gotta get this portfolio done for MECA by wednesday. Meeting with milonzzi to review it then.,0
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,0
 http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!,0
